1.937000000000000055e+00,-1.117260388200000065e+01,1.496199999999999974e+01,1.999999920000000042e+00,9.101894109999999927e+00,-3.626996103599999799e+00
0.000000000000000000e+00,-3.888189711999999965e+00,2.262399999999999878e+01,0.000000000000000000e+00,3.806029119999999821e+00,-2.025327859999999924e-01
0.000000000000000000e+00,-6.717626474290000260e+00,1.273428571430000034e+01,2.857138571430000162e-01,3.029595880000000019e+00,-2.721396777959999902e+00
3.100999999999999979e+00,-4.194371758750000012e+00,4.680375000000000085e+01,0.000000000000000000e+00,6.393525300000000300e-01,-1.577543870970000039e+00
0.000000000000000000e+00,-5.666458921670000315e+00,1.937500000000000000e+01,7.157715500000000342e-01,9.296684210000000448e+00,-5.366663428409999825e-02
0.000000000000000000e+00,-4.613458505999999737e+00,2.058699999999999974e+01,0.000000000000000000e+00,3.898330849999999792e+00,-2.469022060000000129e-01
0.000000000000000000e+00,-4.577217313750000294e+00,2.320749999999999957e+01,0.000000000000000000e+00,4.624303140000000312e+00,-4.157973154169999908e-01
0.000000000000000000e+00,-2.744074128329999862e+00,1.864166666670000083e+01,0.000000000000000000e+00,3.352759170000000122e+00,-3.835560338890000032e-01
0.000000000000000000e+00,-5.087712993330000266e+00,1.283500000000000085e+01,1.383702916669999894e-01,4.985249760000000308e+00,-2.830557383330000176e-01
0.000000000000000000e+00,-5.403973553120000162e+00,2.588562500000000099e+01,0.000000000000000000e+00,3.721528409999999898e+00,-1.430602843750000130e-01
1.350000000000000089e+00,-3.542265052499999900e+00,2.098999999999999844e+01,0.000000000000000000e+00,2.478521690000000000e+00,-1.000121386630000053e+00
0.000000000000000000e+00,-4.879022563330000395e+00,1.707833333330000158e+01,0.000000000000000000e+00,4.043382669999999735e+00,-2.703860916670000059e-01
0.000000000000000000e+00,-5.738984870830000418e+00,1.358166666670000033e+01,0.000000000000000000e+00,4.731065980000000337e+00,-4.383330070829999925e-01
0.000000000000000000e+00,-5.557843217500000321e+00,1.923375000000000057e+01,0.000000000000000000e+00,3.816117919999999941e+00,-5.028640599999999461e-01
0.000000000000000000e+00,-4.414537476249999592e+00,2.199374999999999858e+01,0.000000000000000000e+00,3.664827879999999816e+00,-2.175202487500000059e-01
0.000000000000000000e+00,-4.518756448120000435e+00,2.268812499999999943e+01,0.000000000000000000e+00,4.618630470000000265e+00,-4.091056431249999736e-01
0.000000000000000000e+00,-5.873844974999999913e+00,2.662833333329999874e+01,0.000000000000000000e+00,4.120414959999999738e+00,-3.156374183330000194e-01
0.000000000000000000e+00,-7.459741491249999967e+00,1.109875000000000078e+01,1.900123125000000024e-01,9.800808650000000455e+00,-7.367367640380000360e-01
0.000000000000000000e+00,-4.741919421999999606e+00,2.098699999999999832e+01,0.000000000000000000e+00,4.203817319999999746e+00,-3.099945960000000111e-01
